,id,category,car_make,car_model,car_year,section_width,aspect_ratio,rim_size,created_at,updated_at,width,diameter
16644,718145,Sedan,SUZUKI,SX4,2017,215,60,R16,2022-12-01 16:27:00,,215,R16
16645,718146,Sedan,SUZUKI,SX4,2017,215,55,R17,2022-12-01 16:27:00,,215,R17
16646,718147,Sedan,SUZUKI,SX4,2017,215,50,R18,2022-12-01 16:27:00,,215,R18
16647,718148,Sedan,SUZUKI,SX4,2016,205,60,R16,2022-12-01 16:27:00,,205,R16
16648,718149,Sedan,SUZUKI,SX4,2016,195,65,R15,2022-12-01 16:27:00,,195,R15
16649,718150,Sedan,SUZUKI,SX4,2016,205,50,R17,2022-12-01 16:27:00,,205,R17
16650,718151,Sedan,SUZUKI,SX4,2016,215,50,R17,2022-12-01 16:27:00,,215,R17
16651,718152,Sedan,SUZUKI,SX4,2015,195,65,R15,2022-12-01 16:27:00,,195,R15
16652,718153,Sedan,SUZUKI,SX4,2015,205,55,R16,2022-12-01 16:27:00,,205,R16
16653,718154,Sedan,SUZUKI,SX4,2015,205,50,R17,2022-12-01 16:27:00,,205,R17
16654,718155,Sedan,SUZUKI,SX4,2015,215,50,R17,2022-12-01 16:27:00,,215,R17
16655,718156,Sedan,SUZUKI,SX4,2015,205,60,R16,2022-12-01 16:27:00,,205,R16
16656,718157,Sedan,SUZUKI,SX4,2015,195,65,R16,2022-12-01 16:27:00,,195,R16
16657,718158,Sedan,SUZUKI,SX4,2014,195,65,R15,2022-12-01 16:27:00,,195,R15
16658,718159,Sedan,SUZUKI,SX4,2014,205,55,R16,2022-12-01 16:27:00,,205,R16
16659,718160,Sedan,SUZUKI,SX4,2014,205,50,R17,2022-12-01 16:27:00,,205,R17
16660,718161,Sedan,SUZUKI,SX4,2014,215,50,R17,2022-12-01 16:27:00,,215,R17
16661,718162,Sedan,SUZUKI,SX4,2014,205,60,R16,2022-12-01 16:27:00,,205,R16
16662,718163,Sedan,SUZUKI,SX4,2014,195,65,R16,2022-12-01 16:27:00,,195,R16
16663,718164,Sedan,SUZUKI,SX4,2013,205,60,R16,2022-12-01 16:27:00,,205,R16
16664,718165,Sedan,SUZUKI,SX4,2013,195,65,R15,2022-12-01 16:27:00,,195,R15
16665,718166,Sedan,SUZUKI,SX4,2013,205,50,R17,2022-12-01 16:27:00,,205,R17
16666,718167,Sedan,SUZUKI,SX4,2013,215,50,R17,2022-12-01 16:27:00,,215,R17
16667,718168,Sedan,SUZUKI,SX4,2012,205,60,R16,2022-12-01 16:27:00,,205,R16
16668,718169,Sedan,SUZUKI,SX4,2012,195,65,R15,2022-12-01 16:27:00,,195,R15
16669,718170,Sedan,SUZUKI,SX4,2012,205,50,R17,2022-12-01 16:27:00,,205,R17
16670,718171,Sedan,SUZUKI,SX4,2012,215,50,R17,2022-12-01 16:27:00,,215,R17
16671,718172,Sedan,SUZUKI,SX4,2011,205,60,R16,2022-12-01 16:27:00,,205,R16
16672,718173,Sedan,SUZUKI,SX4,2011,195,65,R15,2022-12-01 16:27:00,,195,R15
16673,718174,Sedan,SUZUKI,SX4,2011,205,50,R17,2022-12-01 16:27:00,,205,R17
16674,718175,Sedan,SUZUKI,SX4,2011,215,50,R17,2022-12-01 16:27:00,,215,R17
16675,718176,Sedan,SUZUKI,SX4,2010,205,60,R16,2022-12-01 16:27:00,,205,R16
16676,718177,Sedan,SUZUKI,SX4,2010,195,65,R15,2022-12-01 16:27:00,,195,R15
16677,718178,Sedan,SUZUKI,SX4,2010,205,50,R17,2022-12-01 16:27:00,,205,R17
16678,718179,Sedan,SUZUKI,SX4,2010,215,50,R17,2022-12-01 16:27:00,,215,R17
16679,718180,Sedan,SUZUKI,SX4,2009,205,60,R16,2022-12-01 16:27:00,,205,R16
16680,718181,Sedan,SUZUKI,SX4,2009,205,50,R17,2022-12-01 16:27:00,,205,R17
16681,718182,Sedan,SUZUKI,SX4,2009,195,65,R15,2022-12-01 16:27:00,,195,R15
16682,718183,Sedan,SUZUKI,SX4,2008,205,60,R16,2022-12-01 16:27:00,,205,R16
16683,718184,Sedan,SUZUKI,SX4,2008,205,50,R17,2022-12-01 16:27:00,,205,R17
16684,718185,Sedan,SUZUKI,SX4,2008,195,65,R15,2022-12-01 16:27:00,,195,R15
16685,718186,Sedan,SUZUKI,SX4,2007,205,60,R16,2022-12-01 16:27:00,,205,R16
16686,718187,Sedan,SUZUKI,SX4,2007,205,50,R17,2022-12-01 16:27:00,,205,R17
16687,718188,Sedan,SUZUKI,SX4,2007,195,65,R15,2022-12-01 16:27:00,,195,R15
16688,718189,Sedan,SUZUKI,SX4,2006,195,65,R15,2022-12-01 16:27:00,,195,R15
16689,718190,Sedan,SUZUKI,SX4,2006,205,60,R16,2022-12-01 16:27:00,,205,R16
16690,718191,Sedan,SUZUKI,SX4,2006,205,50,R17,2022-12-01 16:27:00,,205,R17
16691,718192,,SUZUKI,VANQUISH S,2021,215,60,R16,2022-12-01 16:27:00,,215,R16
16692,718193,,SUZUKI,VANQUISH S,2021,215,55,R17,2022-12-01 16:27:00,,215,R17
16693,718194,,SUZUKI,VANQUISH S,2021,215,50,R18,2022-12-01 16:27:00,,215,R18
16694,718195,,SUZUKI,VANQUISH S,2020,215,60,R16,2022-12-01 16:27:00,,215,R16
16695,718196,,SUZUKI,VANQUISH S,2020,215,55,R17,2022-12-01 16:27:00,,215,R17
16696,718197,,SUZUKI,VANQUISH S,2020,215,50,R18,2022-12-01 16:27:00,,215,R18
16697,718198,,SUZUKI,VANQUISH S,2019,215,60,R16,2022-12-01 16:27:00,,215,R16
16698,718199,,SUZUKI,VANQUISH S,2019,215,55,R17,2022-12-01 16:27:00,,215,R17
16699,718200,,SUZUKI,VANQUISH S,2019,215,50,R18,2022-12-01 16:27:00,,215,R18
16700,718201,,SUZUKI,VANQUISH S,2018,215,60,R16,2022-12-01 16:27:00,,215,R16
16701,718202,,SUZUKI,VANQUISH S,2018,215,55,R17,2022-12-01 16:27:00,,215,R17
16702,718203,,SUZUKI,VANQUISH S,2018,215,50,R18,2022-12-01 16:27:00,,215,R18
16703,718204,,SUZUKI,VANQUISH S,2017,215,60,R16,2022-12-01 16:27:00,,215,R16
16704,718205,,SUZUKI,VANQUISH S,2017,215,55,R17,2022-12-01 16:27:00,,215,R17
16705,718206,,SUZUKI,VANQUISH S,2017,215,50,R18,2022-12-01 16:27:00,,215,R18
16706,718207,,SUZUKI,VANQUISH S,2016,205,60,R16,2022-12-01 16:27:00,,205,R16
16707,718208,,SUZUKI,VANQUISH S,2016,195,65,R15,2022-12-01 16:27:00,,195,R15
16708,718209,,SUZUKI,VANQUISH S,2016,205,50,R17,2022-12-01 16:27:00,,205,R17
16709,718210,,SUZUKI,VANQUISH S,2016,215,50,R17,2022-12-01 16:27:00,,215,R17
16710,718211,,SUZUKI,VANQUISH S,2015,205,60,R16,2022-12-01 16:27:00,,205,R16
16711,718212,,SUZUKI,VANQUISH S,2015,195,65,R15,2022-12-01 16:27:00,,195,R15
16712,718213,,SUZUKI,VANQUISH S,2015,205,50,R17,2022-12-01 16:27:00,,205,R17
16713,718214,,SUZUKI,VANQUISH S,2015,215,50,R17,2022-12-01 16:27:00,,215,R17
16714,718215,,SUZUKI,VANQUISH S,2014,205,60,R16,2022-12-01 16:27:00,,205,R16
16715,718216,,SUZUKI,VANQUISH S,2014,195,65,R15,2022-12-01 16:27:00,,195,R15
16716,718217,,SUZUKI,VANQUISH S,2014,205,50,R17,2022-12-01 16:27:00,,205,R17
16717,718218,,SUZUKI,VANQUISH S,2013,205,60,R16,2022-12-01 16:27:00,,205,R16
16718,718219,,SUZUKI,VANQUISH S,2013,195,65,R15,2022-12-01 16:27:00,,195,R15
16719,718220,,SUZUKI,VANQUISH S,2013,205,50,R17,2022-12-01 16:27:00,,205,R17
16720,718221,SUV,SUZUKI,VITARA,2022,215,55,R17,2022-12-01 16:27:00,,215,R17
16721,718222,SUV,SUZUKI,VITARA,2022,215,60,R16,2022-12-01 16:27:00,,215,R16
16722,718223,SUV,SUZUKI,VITARA,2022,225,50,R18,2022-12-01 16:27:00,,225,R18
16723,718224,SUV,SUZUKI,VITARA,2022,215,50,R18,2022-12-01 16:27:00,,215,R18
16724,718225,SUV,SUZUKI,VITARA,2021,215,60,R16,2022-12-01 16:27:00,,215,R16
16725,718226,SUV,SUZUKI,VITARA,2021,215,55,R17,2022-12-01 16:27:00,,215,R17
16726,718227,SUV,SUZUKI,VITARA,2021,215,50,R18,2022-12-01 16:27:00,,215,R18
16727,718228,SUV,SUZUKI,VITARA,2021,225,50,R18,2022-12-01 16:27:00,,225,R18
16728,718229,SUV,SUZUKI,VITARA,2020,215,60,R16,2022-12-01 16:27:00,,215,R16
16729,718230,SUV,SUZUKI,VITARA,2020,215,55,R17,2022-12-01 16:27:00,,215,R17
16730,718231,SUV,SUZUKI,VITARA,2020,215,50,R18,2022-12-01 16:27:00,,215,R18
16731,718232,SUV,SUZUKI,VITARA,2020,225,50,R18,2022-12-01 16:27:00,,225,R18
16732,718233,SUV,SUZUKI,VITARA,2019,215,60,R16,2022-12-01 16:27:00,,215,R16
16733,718234,SUV,SUZUKI,VITARA,2019,215,55,R17,2022-12-01 16:27:00,,215,R17
16734,718235,SUV,SUZUKI,VITARA,2019,215,50,R18,2022-12-01 16:27:00,,215,R18
16735,718236,SUV,SUZUKI,VITARA,2019,225,50,R18,2022-12-01 16:27:00,,225,R18
16736,718237,SUV,SUZUKI,VITARA,2018,215,60,R16,2022-12-01 16:27:00,,215,R16
16737,718238,SUV,SUZUKI,VITARA,2018,215,55,R17,2022-12-01 16:27:00,,215,R17
16738,718239,SUV,SUZUKI,VITARA,2018,215,50,R18,2022-12-01 16:27:00,,215,R18
16739,718240,SUV,SUZUKI,VITARA,2018,225,50,R18,2022-12-01 16:27:00,,225,R18
16740,718241,SUV,SUZUKI,VITARA,2017,215,60,R16,2022-12-01 16:27:00,,215,R16
16741,718242,SUV,SUZUKI,VITARA,2017,215,55,R17,2022-12-01 16:27:00,,215,R17
16742,718243,SUV,SUZUKI,VITARA,2017,215,50,R18,2022-12-01 16:27:00,,215,R18
16743,718244,SUV,SUZUKI,VITARA,2017,225,50,R18,2022-12-01 16:27:00,,225,R18
16744,718245,SUV,SUZUKI,VITARA,2016,215,55,R17,2022-12-01 16:27:00,,215,R17
16745,718246,SUV,SUZUKI,VITARA,2016,215,60,R16,2022-12-01 16:27:00,,215,R16
16746,718247,SUV,SUZUKI,VITARA,2016,225,50,R18,2022-12-01 16:27:00,,225,R18
16747,718248,SUV,SUZUKI,VITARA,2016,215,50,R18,2022-12-01 16:27:00,,215,R18
16748,718249,SUV,SUZUKI,VITARA,2015,215,55,R17,2022-12-01 16:27:00,,215,R17
16749,718250,SUV,SUZUKI,VITARA,2015,215,60,R16,2022-12-01 16:27:00,,215,R16
16750,718251,SUV,SUZUKI,VITARA,2015,225,50,R18,2022-12-01 16:27:00,,225,R18
16751,718252,SUV,SUZUKI,VITARA,2015,215,50,R18,2022-12-01 16:27:00,,215,R18
16752,718253,,SUZUKI,,2022,205,60,R16,2022-12-01 16:27:00,,205,R16
16753,718254,,SUZUKI,,2022,215,60,R16,2022-12-01 16:27:00,,215,R16
16754,718255,,SUZUKI,,2021,205,60,R16,2022-12-01 16:27:00,,205,R16
16755,718256,,SUZUKI,,2021,215,60,R16,2022-12-01 16:27:00,,215,R16
16756,718257,,SUZUKI,,2020,205,60,R16,2022-12-01 16:27:00,,205,R16
16757,718258,,SUZUKI,,2020,215,60,R16,2022-12-01 16:27:00,,215,R16
16758,718259,,SUZUKI,,2019,205,60,R16,2022-12-01 16:27:00,,205,R16
16759,718260,,SUZUKI,,2019,215,60,R16,2022-12-01 16:27:00,,215,R16
16760,718261,,SUZUKI,,2018,205,60,R16,2022-12-01 16:27:00,,205,R16
16761,718262,,SUZUKI,,2018,215,60,R16,2022-12-01 16:27:00,,215,R16
16762,718263,,SUZUKI,,2017,205,60,R16,2022-12-01 16:27:00,,205,R16
16763,718264,,SUZUKI,,2017,215,60,R16,2022-12-01 16:27:00,,215,R16
16764,718265,,SUZUKI,,2016,205,60,R16,2022-12-01 16:27:00,,205,R16
16765,718266,,SUZUKI,,2016,215,60,R16,2022-12-01 16:27:00,,215,R16
16766,718267,,SUZUKI,WAGON R,2022,155,65,R14,2022-12-01 16:27:00,,155,R14
16767,718268,,SUZUKI,WAGON R,2022,165,55,R15,2022-12-01 16:27:00,,165,R15
16768,718269,,SUZUKI,WAGON R,2022,155,80,R13,2022-12-01 16:27:00,,155,R13
16769,718270,,SUZUKI,WAGON R,2022,165,70,R14,2022-12-01 16:27:00,,165,R14
16770,718271,,SUZUKI,WAGON R,2021,155,65,R14,2022-12-01 16:27:00,,155,R14
16771,718272,,SUZUKI,WAGON R,2021,165,55,R15,2022-12-01 16:27:00,,165,R15
16772,718273,,SUZUKI,WAGON R,2021,155,80,R13,2022-12-01 16:27:00,,155,R13
16773,718274,,SUZUKI,WAGON R,2021,165,70,R14,2022-12-01 16:27:00,,165,R14
16774,718275,,SUZUKI,WAGON R,2020,155,65,R14,2022-12-01 16:27:00,,155,R14
16775,718276,,SUZUKI,WAGON R,2020,165,55,R15,2022-12-01 16:27:00,,165,R15
16776,718277,,SUZUKI,WAGON R,2020,155,80,R13,2022-12-01 16:27:00,,155,R13
16777,718278,,SUZUKI,WAGON R,2020,165,70,R14,2022-12-01 16:27:00,,165,R14
16778,718279,,SUZUKI,WAGON R,2019,155,65,R14,2022-12-01 16:27:00,,155,R14
16779,718280,,SUZUKI,WAGON R,2019,165,55,R15,2022-12-01 16:27:00,,165,R15
16780,718281,,SUZUKI,WAGON R,2019,155,80,R13,2022-12-01 16:27:00,,155,R13
16781,718282,,SUZUKI,WAGON R,2019,165,70,R14,2022-12-01 16:27:00,,165,R14
16782,718283,,SUZUKI,WAGON R,2018,155,65,R14,2022-12-01 16:27:00,,155,R14
16783,718284,,SUZUKI,WAGON R,2018,165,55,R15,2022-12-01 16:27:00,,165,R15
16784,718285,,SUZUKI,WAGON R,2017,155,65,R14,2022-12-01 16:27:00,,155,R14
16785,718286,,SUZUKI,WAGON R,2017,165,55,R15,2022-12-01 16:27:00,,165,R15
16786,718287,,SUZUKI,WAGON R,2016,155,65,R14,2022-12-01 16:27:00,,155,R14
16787,718288,,SUZUKI,WAGON R,2016,165,55,R15,2022-12-01 16:27:00,,165,R15
16788,718289,,SUZUKI,WAGON R,2015,155,65,R14,2022-12-01 16:27:00,,155,R14
16789,718290,,SUZUKI,WAGON R,2015,165,55,R15,2022-12-01 16:27:00,,165,R15
16790,718291,,SUZUKI,WAGON R,2014,155,65,R14,2022-12-01 16:27:00,,155,R14
16791,718292,,SUZUKI,WAGON R,2014,165,55,R15,2022-12-01 16:27:00,,165,R15
16792,718293,,SUZUKI,WAGON R,2013,155,65,R14,2022-12-01 16:27:00,,155,R14
16793,718294,,SUZUKI,WAGON R,2013,165,55,R15,2022-12-01 16:27:00,,165,R15
16794,718295,,SUZUKI,WAGON R,2012,145,80,R13,2022-12-01 16:27:00,,145,R13
16795,718296,,SUZUKI,WAGON R,2012,155,65,R14,2022-12-01 16:27:00,,155,R14
16796,718297,,SUZUKI,WAGON R,2012,165,55,R15,2022-12-01 16:27:00,,165,R15
16797,718298,,SUZUKI,WAGON R,2011,145,80,R13,2022-12-01 16:27:00,,145,R13
16798,718299,,SUZUKI,WAGON R,2011,155,65,R14,2022-12-01 16:27:00,,155,R14
16799,718300,,SUZUKI,WAGON R,2011,165,55,R15,2022-12-01 16:27:00,,165,R15
16800,718301,,SUZUKI,WAGON R,2010,145,80,R13,2022-12-01 16:27:00,,145,R13
16801,718302,,SUZUKI,WAGON R,2010,155,65,R14,2022-12-01 16:27:00,,155,R14
16802,718303,,SUZUKI,WAGON R,2010,165,55,R15,2022-12-01 16:27:00,,165,R15
16803,718304,,SUZUKI,WAGON R,2009,155,65,R14,2022-12-01 16:27:00,,155,R14
16804,718305,,SUZUKI,WAGON R,2009,165,55,R15,2022-12-01 16:27:00,,165,R15
16805,718306,,SUZUKI,WAGON R,2009,145,80,R13,2022-12-01 16:27:00,,145,R13
16806,718307,,SUZUKI,WAGON R,2008,165,55,R14,2022-12-01 16:27:00,,165,R14
16807,718308,,SUZUKI,WAGON R,2008,165,45,R15,2022-12-01 16:27:00,,165,R15
16808,718309,,SUZUKI,WAGON R,2008,155,65,R13,2022-12-01 16:27:00,,155,R13
16809,718310,,SUZUKI,WAGON R,2008,155,65,R14,2022-12-01 16:27:00,,155,R14
16810,718311,,SUZUKI,WAGON R,2008,165,55,R15,2022-12-01 16:27:00,,165,R15
16811,718312,,SUZUKI,WAGON R,2007,155,65,R13,2022-12-01 16:27:00,,155,R13
16812,718313,,SUZUKI,WAGON R,2007,165,55,R14,2022-12-01 16:27:00,,165,R14
16813,718314,,SUZUKI,WAGON R,2007,165,45,R15,2022-12-01 16:27:00,,165,R15
16814,718315,,SUZUKI,WAGON R,2006,155,65,R13,2022-12-01 16:27:00,,155,R13
16815,718316,,SUZUKI,WAGON R,2006,165,55,R14,2022-12-01 16:27:00,,165,R14
16816,718317,,SUZUKI,WAGON R,2005,155,65,R13,2022-12-01 16:27:00,,155,R13
16817,718318,,SUZUKI,WAGON R,2005,165,55,R14,2022-12-01 16:27:00,,165,R14
16818,718319,,SUZUKI,WAGON R,2004,155,65,R13,2022-12-01 16:27:00,,155,R13
16819,718320,,SUZUKI,WAGON R,2004,165,55,R14,2022-12-01 16:27:00,,165,R14
16820,718321,,SUZUKI,WAGON R,2004,155,55,R14,2022-12-01 16:27:00,,155,R14
16821,718322,,SUZUKI,WAGON R,2003,155,65,R13,2022-12-01 16:27:00,,155,R13
16822,718323,,SUZUKI,WAGON R,2003,165,55,R14,2022-12-01 16:27:00,,165,R14
16823,718324,,SUZUKI,WAGON R,2003,155,55,R14,2022-12-01 16:27:00,,155,R14
16824,718325,,SUZUKI,WAGON R,2002,155,65,R13,2022-12-01 16:27:00,,155,R13
16825,718326,,SUZUKI,WAGON R,2002,165,55,R14,2022-12-01 16:27:00,,165,R14
16826,718327,,SUZUKI,WAGON R,2001,155,65,R13,2022-12-01 16:27:00,,155,R13
16827,718328,,SUZUKI,WAGON R,2001,165,55,R14,2022-12-01 16:27:00,,165,R14
16828,718329,,SUZUKI,WAGON R,2000,155,65,R13,2022-12-01 16:27:00,,155,R13
16829,718330,,SUZUKI,WAGON R,2000,165,55,R14,2022-12-01 16:27:00,,165,R14
16830,718331,,SUZUKI,WAGON R,2000,135,80,R12,2022-12-01 16:27:00,,135,R12
16831,718332,,SUZUKI,WAGON R,1999,155,65,R13,2022-12-01 16:27:00,,155,R13
16832,718333,,SUZUKI,WAGON R,1999,165,55,R14,2022-12-01 16:27:00,,165,R14
16833,718334,,SUZUKI,WAGON R,1999,135,80,R12,2022-12-01 16:27:00,,135,R12
16834,718335,,SUZUKI,WAGON R,1998,155,65,R13,2022-12-01 16:27:00,,155,R13
16835,718336,,SUZUKI,WAGON R,1998,165,55,R14,2022-12-01 16:27:00,,165,R14
16836,718337,,SUZUKI,WAGON R,1997,155,65,R13,2022-12-01 16:27:00,,155,R13
16837,718338,,SUZUKI,WAGON R,1997,165,55,R14,2022-12-01 16:27:00,,165,R14
16838,718339,,SUZUKI,WAGON R,1996,155,65,R13,2022-12-01 16:27:00,,155,R13
16839,718340,,SUZUKI,WAGON R,1996,165,55,R14,2022-12-01 16:27:00,,165,R14
16840,718341,,SUZUKI,WAGON R,1995,155,65,R13,2022-12-01 16:27:00,,155,R13
16841,718342,,SUZUKI,WAGON R,1995,165,55,R14,2022-12-01 16:27:00,,165,R14
16842,718343,,SUZUKI,WAGON R,1994,155,65,R13,2022-12-01 16:27:00,,155,R13
16843,718344,,SUZUKI,WAGON R,1994,165,55,R14,2022-12-01 16:27:00,,165,R14
16844,718345,,SUZUKI,WAGON R,1993,155,65,R13,2022-12-01 16:27:00,,155,R13
16845,718346,,SUZUKI,WAGON R,1993,165,55,R14,2022-12-01 16:27:00,,165,R14
16846,718347,,SUZUKI,,2022,155,65,R14,2022-12-01 16:27:00,,155,R14
16847,718348,,SUZUKI,,2022,165,55,R15,2022-12-01 16:27:00,,165,R15
16848,718349,,SUZUKI,,2021,155,65,R14,2022-12-01 16:27:00,,155,R14
16849,718350,,SUZUKI,,2021,165,55,R15,2022-12-01 16:27:00,,165,R15
16850,718351,,SUZUKI,CORVETTE STINGRAY,2022,165,55,R15,2022-12-01 16:27:00,,165,R15
16851,718352,,SUZUKI,CORVETTE STINGRAY,2022,155,65,R14,2022-12-01 16:27:00,,155,R14
16852,718353,,SUZUKI,CORVETTE STINGRAY,2021,165,55,R15,2022-12-01 16:27:00,,165,R15
16853,718354,,SUZUKI,CORVETTE STINGRAY,2021,155,65,R14,2022-12-01 16:27:00,,155,R14
16854,718355,,SUZUKI,CORVETTE STINGRAY,2020,165,55,R15,2022-12-01 16:27:00,,165,R15
16855,718356,,SUZUKI,CORVETTE STINGRAY,2020,155,65,R14,2022-12-01 16:27:00,,155,R14
16856,718357,,SUZUKI,CORVETTE STINGRAY,2019,165,55,R15,2022-12-01 16:27:00,,165,R15
16857,718358,,SUZUKI,CORVETTE STINGRAY,2019,155,65,R14,2022-12-01 16:27:00,,155,R14
16858,718359,,SUZUKI,CORVETTE STINGRAY,2018,165,55,R15,2022-12-01 16:27:00,,165,R15
16859,718360,,SUZUKI,CORVETTE STINGRAY,2018,155,65,R14,2022-12-01 16:27:00,,155,R14
16860,718361,,SUZUKI,CORVETTE STINGRAY,2017,165,55,R15,2022-12-01 16:27:00,,165,R15
16861,718362,,SUZUKI,CORVETTE STINGRAY,2017,155,65,R14,2022-12-01 16:27:00,,155,R14
16862,718363,,SUZUKI,CORVETTE STINGRAY,2016,155,65,R14,2022-12-01 16:27:00,,155,R14
16863,718364,,SUZUKI,CORVETTE STINGRAY,2016,165,55,R15,2022-12-01 16:27:00,,165,R15
16864,718365,,SUZUKI,CORVETTE STINGRAY,2015,155,65,R14,2022-12-01 16:27:00,,155,R14
16865,718366,,SUZUKI,CORVETTE STINGRAY,2015,165,55,R15,2022-12-01 16:27:00,,165,R15
16866,718367,,SUZUKI,CORVETTE STINGRAY,2014,165,55,R15,2022-12-01 16:27:00,,165,R15
16867,718368,,SUZUKI,CORVETTE STINGRAY,2014,155,65,R14,2022-12-01 16:27:00,,155,R14
16868,718369,,SUZUKI,CORVETTE STINGRAY,2013,165,55,R15,2022-12-01 16:27:00,,165,R15
16869,718370,,SUZUKI,CORVETTE STINGRAY,2013,155,65,R14,2022-12-01 16:27:00,,155,R14
16870,718371,,SUZUKI,CORVETTE STINGRAY,2012,165,55,R15,2022-12-01 16:27:00,,165,R15
16871,718372,,SUZUKI,CORVETTE STINGRAY,2012,155,65,R14,2022-12-01 16:27:00,,155,R14
16872,718373,,SUZUKI,CORVETTE STINGRAY,2011,165,55,R15,2022-12-01 16:27:00,,165,R15
16873,718374,,SUZUKI,CORVETTE STINGRAY,2011,155,65,R14,2022-12-01 16:27:00,,155,R14
16874,718375,,SUZUKI,CORVETTE STINGRAY,2010,165,55,R15,2022-12-01 16:27:00,,165,R15
16875,718376,,SUZUKI,CORVETTE STINGRAY,2009,165,55,R15,2022-12-01 16:27:00,,165,R15
16876,718377,,SUZUKI,CORVETTE STINGRAY,2009,155,65,R14,2022-12-01 16:27:00,,155,R14
16877,718378,,SUZUKI,CORVETTE STINGRAY,2008,165,55,R15,2022-12-01 16:27:00,,165,R15
16878,718379,,SUZUKI,CORVETTE STINGRAY,2008,155,65,R14,2022-12-01 16:27:00,,155,R14
16879,718380,,SUZUKI,,2022,175,60,R16,2022-12-01 16:27:00,,175,R16
16880,718381,,SUZUKI,,2022,185,55,R16,2022-12-01 16:27:00,,185,R16
16881,718382,,SUZUKI,,2022,195,55,R16,2022-12-01 16:27:00,,195,R16
16882,718383,,SUZUKI,,2021,175,60,R16,2022-12-01 16:27:00,,175,R16
16883,718384,,SUZUKI,,2021,185,55,R16,2022-12-01 16:27:00,,185,R16
16884,718385,,SUZUKI,,2021,195,55,R16,2022-12-01 16:27:00,,195,R16
16885,718386,,SUZUKI,,2020,175,60,R16,2022-12-01 16:27:00,,175,R16
16886,718387,,SUZUKI,,2020,185,55,R16,2022-12-01 16:27:00,,185,R16
16887,718388,,SUZUKI,,2020,195,55,R16,2022-12-01 16:27:00,,195,R16
16888,718389,,SUZUKI,,2019,175,60,R16,2022-12-01 16:27:00,,175,R16
16889,718390,,SUZUKI,,2019,185,55,R16,2022-12-01 16:27:00,,185,R16
16890,718391,,SUZUKI,,2019,195,55,R16,2022-12-01 16:27:00,,195,R16
16891,718392,,SUZUKI,,2018,175,60,R16,2022-12-01 16:27:00,,175,R16
16892,718393,,SUZUKI,,2018,185,55,R16,2022-12-01 16:27:00,,185,R16
16893,718394,,SUZUKI,,2018,195,55,R16,2022-12-01 16:27:00,,195,R16
16894,718395,,SUZUKI,,2017,175,60,R16,2022-12-01 16:27:00,,175,R16
16895,718396,,SUZUKI,,2017,185,55,R16,2022-12-01 16:27:00,,185,R16
16896,718397,,SUZUKI,,2017,195,55,R16,2022-12-01 16:27:00,,195,R16
16897,718398,,SUZUKI,,2022,195,60,R16,2022-12-01 16:27:00,,195,R16
16898,718399,,SUZUKI,,2022,185,65,R15,2022-12-01 16:27:00,,185,R15
16899,718400,,SUZUKI,,2022,205,45,R17,2022-12-01 16:27:00,,205,R17
16900,718401,,SUZUKI,,2022,195,55,R16,2022-12-01 16:27:00,,195,R16
16901,718402,,SUZUKI,,2021,185,65,R15,2022-12-01 16:27:00,,185,R15
16902,718403,,SUZUKI,,2021,195,55,R16,2022-12-01 16:27:00,,195,R16
16903,718404,,SUZUKI,,2021,205,45,R17,2022-12-01 16:27:00,,205,R17
16904,718405,,SUZUKI,,2020,185,65,R15,2022-12-01 16:27:00,,185,R15
16905,718406,,SUZUKI,,2020,195,55,R16,2022-12-01 16:27:00,,195,R16
16906,718407,,SUZUKI,,2020,205,45,R17,2022-12-01 16:27:00,,205,R17
16907,718408,,SUZUKI,,2019,185,65,R15,2022-12-01 16:27:00,,185,R15
16908,718409,,SUZUKI,,2019,195,55,R16,2022-12-01 16:27:00,,195,R16
16909,718410,,SUZUKI,,2019,205,45,R17,2022-12-01 16:27:00,,205,R17
16910,718411,,SUZUKI,XL7,2022,195,60,R16,2022-12-01 16:27:00,,195,R16
16911,718412,,SUZUKI,XL7,2022,205,50,R17,2022-12-01 16:27:00,,205,R17
16912,718413,,SUZUKI,XL7,2022,215,50,R17,2022-12-01 16:27:00,,215,R17
16913,718414,,SUZUKI,XL7,2021,195,60,R16,2022-12-01 16:27:00,,195,R16
16914,718415,,SUZUKI,XL7,2021,205,50,R17,2022-12-01 16:27:00,,205,R17
16915,718416,,SUZUKI,XL7,2021,215,50,R17,2022-12-01 16:27:00,,215,R17
16916,718417,,SUZUKI,XL7,2020,195,60,R16,2022-12-01 16:27:00,,195,R16
16917,718418,,SUZUKI,XL7,2020,205,50,R17,2022-12-01 16:27:00,,205,R17
16918,718419,,SUZUKI,XL7,2020,215,50,R17,2022-12-01 16:27:00,,215,R17
16919,718420,,ISUZU,D-MAX,2022,265,60,R18,2022-12-01 16:27:00,,265,R18
16920,718421,,ISUZU,D-MAX,2022,245,70,R16,2022-12-01 16:27:00,,245,R16
16921,718422,,ISUZU,D-MAX,2022,255,65,R17,2022-12-01 16:27:00,,255,R17
16922,718423,,ISUZU,D-MAX,2022,LT315,70,R17,2022-12-01 16:27:00,,LT315,R17
16923,718424,,ISUZU,D-MAX,2022,255,60,R18,2022-12-01 16:27:00,,255,R18
16924,718425,,ISUZU,D-MAX,2021,265,60,R18,2022-12-01 16:27:00,,265,R18
